date,time,tick
2025-12-19,14:16:38,88011.85
2025-12-19,14:16:38,88011.85
2025-12-19,14:16:38,88011.85
2025-12-19,14:16:38,88011.85
2025-12-19,14:16:38,88011.85
2025-12-19,14:16:38,88011.85
2025-12-19,14:16:38,88011.85
2025-12-19,14:16:38,88011.85
2025-12-19,14:16:38,88011.85
2025-12-19,14:16:38,88011.85
2025-12-19,14:16:38,88011.85
2025-12-19,14:16:38,88011.85
2025-12-19,14:16:38,88011.85
2025-12-19,14:16:38,88011.85
2025-12-19,14:16:38,88011.85
2025-12-19,14:16:38,88011.85
2025-12-19,14:16:38,88011.85
2025-12-19,14:16:38,88011.85
2025-12-19,14:16:38,88011.85
2025-12-19,14:16:38,88011.85
2025-12-19,14:16:38,88011.84
2025-12-19,14:16:38,88011.84
2025-12-19,14:16:38,88011.84
2025-12-19,14:16:38,88011.84
2025-12-19,14:16:38,88011.84
2025-12-19,14:16:38,88011.84
2025-12-19,14:16:39,88011.84
2025-12-19,14:16:39,88011.84
2025-12-19,14:16:39,88011.84
2025-12-19,14:16:39,88011.84
2025-12-19,14:16:39,88011.84
2025-12-19,14:16:39,88011.84
2025-12-19,14:16:39,88011.84
2025-12-19,14:16:39,88011.84
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.54
2025-12-19,14:16:39,88011.53
2025-12-19,14:16:39,88011.53
2025-12-19,14:16:39,88011.53
2025-12-19,14:16:39,88011.53
2025-12-19,14:16:39,88011.53
2025-12-19,14:16:39,88011.53
2025-12-19,14:16:39,88011.53
2025-12-19,14:16:39,88011.53
2025-12-19,14:16:39,88011.53
2025-12-19,14:16:39,88011.53
2025-12-19,14:16:39,88011.53
2025-12-19,14:16:39,88011.35
2025-12-19,14:16:39,88010.96
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.38
2025-12-19,14:16:39,88010.37
2025-12-19,14:16:39,88010.37
2025-12-19,14:16:39,88010.37
2025-12-19,14:16:39,88010.37
2025-12-19,14:16:39,88010.37
2025-12-19,14:16:39,88010.37
2025-12-19,14:16:39,88010.37
2025-12-19,14:16:39,88010.37
2025-12-19,14:16:39,88010.37
2025-12-19,14:16:39,88010.37
2025-12-19,14:16:39,88010.37
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.28
2025-12-19,14:16:39,88010.27
2025-12-19,14:16:39,88010.27
2025-12-19,14:16:39,88010.27
2025-12-19,14:16:39,88010.27
2025-12-19,14:16:39,88010.27
2025-12-19,14:16:39,88010.27
2025-12-19,14:16:39,88010.27
2025-12-19,14:16:39,88010.27
2025-12-19,14:16:39,88010.27
2025-12-19,14:16:39,88010.27
2025-12-19,14:16:39,88010.27
2025-12-19,14:16:39,88010.27
2025-12-19,14:16:39,88010.27
2025-12-19,14:16:39,88010.27
2025-12-19,14:16:39,88009.68
2025-12-19,14:16:39,88009.68
2025-12-19,14:16:39,88008.75
2025-12-19,14:16:39,88007.55
2025-12-19,14:16:39,88007.55
2025-12-19,14:16:39,88007.55
2025-12-19,14:16:39,88007.04
2025-12-19,14:16:39,88006.88
2025-12-19,14:16:39,88006.6
2025-12-19,14:16:39,88006.19
2025-12-19,14:16:39,88006.19
2025-12-19,14:16:39,88006.19
2025-12-19,14:16:39,88004.92
2025-12-19,14:16:39,88004.92
2025-12-19,14:16:39,88004.92
2025-12-19,14:16:39,88004.92
2025-12-19,14:16:39,88004.92
2025-12-19,14:16:39,88004.65
2025-12-19,14:16:39,88004.65
2025-12-19,14:16:39,88004.65
2025-12-19,14:16:39,88004.42
2025-12-19,14:16:39,88004.42
2025-12-19,14:16:39,88004.41
2025-12-19,14:16:39,88004.41
2025-12-19,14:16:39,88004.41
2025-12-19,14:16:39,88004.4
2025-12-19,14:16:39,88004.31
2025-12-19,14:16:39,88004.3
2025-12-19,14:16:39,88004.3
2025-12-19,14:16:39,88004.3
2025-12-19,14:16:39,88004.3
2025-12-19,14:16:39,88004.3
2025-12-19,14:16:39,88004.3
2025-12-19,14:16:39,88003.55
2025-12-19,14:16:39,88003.55
2025-12-19,14:16:39,88003.55
2025-12-19,14:16:39,88003.55
2025-12-19,14:16:39,88003.55
2025-12-19,14:16:39,88003.55
2025-12-19,14:16:39,88003.04
2025-12-19,14:16:39,88003.04
2025-12-19,14:16:39,88002.8
2025-12-19,14:16:39,88002.73
2025-12-19,14:16:39,88002.58
2025-12-19,14:16:39,88002.36
2025-12-19,14:16:39,88002.24
2025-12-19,14:16:39,88002.2
2025-12-19,14:16:39,88002.2
2025-12-19,14:16:39,88002.2
2025-12-19,14:16:39,88001.88
2025-12-19,14:16:39,88001.85
2025-12-19,14:16:39,88001.85
2025-12-19,14:16:39,88001.85
2025-12-19,14:16:39,88001.84
2025-12-19,14:16:39,88001.84
2025-12-19,14:16:39,88001.84
2025-12-19,14:16:39,88001.84
2025-12-19,14:16:39,88001.85
2025-12-19,14:16:40,88001.84
2025-12-19,14:16:40,88001.84
2025-12-19,14:16:40,88001.84
2025-12-19,14:16:40,88001.84
2025-12-19,14:16:40,88001.84
2025-12-19,14:16:40,88001.84
2025-12-19,14:16:40,88001.84
2025-12-19,14:16:40,88001.84
2025-12-19,14:16:40,88001.84
2025-12-19,14:16:40,88001.84
2025-12-19,14:16:40,88001.84
2025-12-19,14:16:40,88001.84
2025-12-19,14:16:40,88001.84
2025-12-19,14:16:40,88001.84
2025-12-19,14:16:40,88001.84
2025-12-19,14:16:40,88001.84
2025-12-19,14:16:40,88001.84
2025-12-19,14:16:40,88001.84
2025-12-19,14:16:40,88001.84
2025-12-19,14:16:40,88001.84
2025-12-19,14:16:40,88001.85
2025-12-19,14:16:41,88001.84
2025-12-19,14:16:43,88001.84
2025-12-19,14:16:43,88001.84
2025-12-19,14:16:43,88001.84
2025-12-19,14:16:43,88001.84
2025-12-19,14:16:44,88001.84
2025-12-19,14:16:45,88001.84
2025-12-19,14:16:45,88001.84
2025-12-19,14:16:45,88001.84
2025-12-19,14:16:45,88001.84
2025-12-19,14:16:46,88001.84
2025-12-19,14:16:46,88001.84
2025-12-19,14:16:46,88001.85
2025-12-19,14:16:46,88001.84
2025-12-19,14:16:47,88001.84
2025-12-19,14:16:47,88001.84
2025-12-19,14:16:47,88001.84
2025-12-19,14:16:47,88001.84
2025-12-19,14:16:47,88001.84
2025-12-19,14:16:48,88001.85
2025-12-19,14:16:48,88001.85
2025-12-19,14:16:49,88001.85
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.84
2025-12-19,14:16:49,88001.83
2025-12-19,14:16:49,88001.83
2025-12-19,14:16:49,88001.83
2025-12-19,14:16:49,88001.83
2025-12-19,14:16:49,88001.83
2025-12-19,14:16:49,88001.83
2025-12-19,14:16:49,88001.82
2025-12-19,14:16:49,88001.82
2025-12-19,14:16:49,88001.82
2025-12-19,14:16:49,88001.76
2025-12-19,14:16:49,88001.34
2025-12-19,14:16:49,88000.51
2025-12-19,14:16:49,88000.51
2025-12-19,14:16:49,88000.51
2025-12-19,14:16:49,88000.16
2025-12-19,14:16:49,88000.16
2025-12-19,14:16:49,88000
2025-12-19,14:16:49,87999.97
2025-12-19,14:16:49,87999.42
2025-12-19,14:16:49,87999.42
2025-12-19,14:16:49,87999.42
2025-12-19,14:16:49,87999.12
2025-12-19,14:16:49,87998.95
2025-12-19,14:16:49,87998.95
2025-12-19,14:16:49,87998.86
2025-12-19,14:16:49,87998.86
2025-12-19,14:16:49,87998.86
2025-12-19,14:16:49,87998.15
2025-12-19,14:16:49,87998.15
2025-12-19,14:16:49,87998.15
2025-12-19,14:16:49,87998.14
2025-12-19,14:16:49,87998.14
2025-12-19,14:16:49,87998.14
2025-12-19,14:16:49,87997.92
2025-12-19,14:16:49,87997.88
2025-12-19,14:16:49,87997.78
2025-12-19,14:16:49,87997.78
2025-12-19,14:16:49,87997.78
2025-12-19,14:16:49,87997.44
2025-12-19,14:16:49,87996.8
2025-12-19,14:16:49,87996.76
2025-12-19,14:16:49,87996.48
2025-12-19,14:16:49,87995.57
2025-12-19,14:16:49,87995.57
2025-12-19,14:16:49,87995.57
2025-12-19,14:16:49,87995.31
2025-12-19,14:16:49,87995.31
2025-12-19,14:16:49,87995.31
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.3
2025-12-19,14:16:49,87995.29
2025-12-19,14:16:49,87995.29
2025-12-19,14:16:49,87995.29
2025-12-19,14:16:49,87995.29
2025-12-19,14:16:49,87995.29
2025-12-19,14:16:49,87995.29
2025-12-19,14:16:49,87995.29
2025-12-19,14:16:49,87995.29
2025-12-19,14:16:49,87995.29
2025-12-19,14:16:49,87995.29
2025-12-19,14:16:49,87995.29
2025-12-19,14:16:49,87995.29
2025-12-19,14:16:49,87995.29
2025-12-19,14:16:49,87995.29
2025-12-19,14:16:49,87995.29
2025-12-19,14:16:49,87995.29
2025-12-19,14:16:49,87995.29
2025-12-19,14:16:49,87995.29
2025-12-19,14:16:49,87995.29
2025-12-19,14:16:49,87995.29
2025-12-19,14:16:50,87995.3
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.29
2025-12-19,14:16:50,87995.28
2025-12-19,14:16:50,87995.28
2025-12-19,14:16:50,87995.28
2025-12-19,14:16:50,87995.28
2025-12-19,14:16:50,87995.28
2025-12-19,14:16:50,87995.28
2025-12-19,14:16:50,87995.28
2025-12-19,14:16:50,87995.28
2025-12-19,14:16:50,87995.28
2025-12-19,14:16:50,87995.28
2025-12-19,14:16:50,87995.28
2025-12-19,14:16:50,87995.28
2025-12-19,14:16:50,87995.28
2025-12-19,14:16:50,87995.28
2025-12-19,14:16:50,87995.28
2025-12-19,14:16:50,87995.28
2025-12-19,14:16:50,87995.2
2025-12-19,14:16:50,87994.75
2025-12-19,14:16:50,87994.68
2025-12-19,14:16:50,87993.89
2025-12-19,14:16:50,87993.89
2025-12-19,14:16:50,87993.89
2025-12-19,14:16:50,87993.84
2025-12-19,14:16:50,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.66
2025-12-19,14:16:52,87993.65
2025-12-19,14:16:52,87993.65
2025-12-19,14:16:52,87993.65
2025-12-19,14:16:52,87993.65
2025-12-19,14:16:52,87993.65
2025-12-19,14:16:52,87993.65
2025-12-19,14:16:52,87993.65
2025-12-19,14:16:52,87993.65
2025-12-19,14:16:52,87993.65
2025-12-19,14:16:52,87993.65
2025-12-19,14:16:52,87993.65
2025-12-19,14:16:52,87993.65
2025-12-19,14:16:52,87993.65
2025-12-19,14:16:52,87993.65
2025-12-19,14:16:52,87993.65
2025-12-19,14:16:52,87993.65
2025-12-19,14:16:52,87993.65
2025-12-19,14:16:52,87993.57
2025-12-19,14:16:52,87993.52
2025-12-19,14:16:52,87993.36
2025-12-19,14:16:52,87993.36
2025-12-19,14:16:52,87993.36
2025-12-19,14:16:52,87993.04
2025-12-19,14:16:52,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.04
2025-12-19,14:16:53,87993.03
2025-12-19,14:16:53,87993.03
2025-12-19,14:16:53,87993.03
2025-12-19,14:16:53,87993.03
2025-12-19,14:16:53,87993.03
2025-12-19,14:16:53,87993.03
2025-12-19,14:16:53,87993.03
2025-12-19,14:16:53,87993.03
2025-12-19,14:16:53,87993.03
2025-12-19,14:16:53,87992.91
2025-12-19,14:16:53,87991.8
2025-12-19,14:16:53,87991.59
2025-12-19,14:16:53,87991.59
2025-12-19,14:16:53,87991.59
2025-12-19,14:16:53,87991.2
2025-12-19,14:16:53,87991.2
2025-12-19,14:16:53,87991.2
2025-12-19,14:16:53,87991.2
2025-12-19,14:16:53,87991.2
2025-12-19,14:16:53,87991.2
2025-12-19,14:16:53,87991.2
2025-12-19,14:16:53,87991.2
2025-12-19,14:16:53,87991.15
2025-12-19,14:16:53,87990.16
2025-12-19,14:16:53,87989.96
2025-12-19,14:16:53,87989.96
2025-12-19,14:16:53,87989.96
2025-12-19,14:16:53,87989.54
2025-12-19,14:16:53,87989.54
2025-12-19,14:16:53,87989.16
2025-12-19,14:16:53,87988.65
2025-12-19,14:16:53,87988.65
2025-12-19,14:16:53,87988.65
2025-12-19,14:16:53,87988.64
2025-12-19,14:16:53,87988.64
2025-12-19,14:16:53,87988.64
2025-12-19,14:16:53,87988.64
2025-12-19,14:16:53,87988.64
2025-12-19,14:16:53,87988.56
2025-12-19,14:16:53,87988.24
2025-12-19,14:16:53,87988.19
2025-12-19,14:16:53,87987.84
2025-12-19,14:16:53,87987.23
2025-12-19,14:16:53,87987.23
2025-12-19,14:16:53,87987.23
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.22
2025-12-19,14:16:53,87987.21
2025-12-19,14:16:53,87987.21
2025-12-19,14:16:53,87987.21
2025-12-19,14:16:53,87987.21
2025-12-19,14:16:53,87987.21
2025-12-19,14:16:53,87987.21
2025-12-19,14:16:53,87987.21
2025-12-19,14:16:53,87987.21
2025-12-19,14:16:53,87987.21
2025-12-19,14:16:53,87987.21
2025-12-19,14:16:53,87987.21
2025-12-19,14:16:53,87987.21
2025-12-19,14:16:53,87987.21
2025-12-19,14:16:53,87987.21
2025-12-19,14:16:53,87987.13
2025-12-19,14:16:53,87986.72
2025-12-19,14:16:53,87986.09
2025-12-19,14:16:53,87986.09
2025-12-19,14:16:53,87986.09
2025-12-19,14:16:53,87986.09
2025-12-19,14:16:53,87986.09
2025-12-19,14:16:53,87986.09
2025-12-19,14:16:53,87986.09
2025-12-19,14:16:53,87986.09
